UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode,Breed_v4,DogSize_v4,DogType_v4,ZipCode_v4,GeoPoint_v4
"323,June 21 2018,DOG,SHIH TZU MIX,7,M,TRUE,Brooklyn,""11236"",SHIH TZU MIX,small,Toy dog,11236,""40.63958, -73.90107"""
"325,June 21 2018,DOG,BOSTON TERRIER,5,M,TRUE,Brooklyn,""11233"",BOSTON TERRIER,small,companion,11233,""40.6783, -73.91995"""
"326,June 21 2018,DOG,ITALIAN MASTIFF,7,M,FALSE,Brooklyn,""11223"",ITALIAN MASTIFF,large,guardian,11223,""40.59715, -73.97359"""
"327,June 24 2018,DOG,MIXED,1,F,FALSE,Brooklyn,""11219"",MIXED BREED,unknown,unknown,11219,""40.63267, -73.99669"""
"328,June 27 2018,DOG,Chihuahua Crossbreed,2,M,FALSE,Brooklyn,""11219"",CHIHUAHUA MIX,small,Toy dog,11219,""40.63267, -73.99669"""
"332,June 16 2018,DOG,GERMAN SHEPHERD,4,M,FALSE,Brooklyn,""11224"",GERMAN SHEPHERD,large,working dog,11224,""40.57665, -73.98873"""
"334,June 22 2018,DOG,LABARADOR RETRIEVER,1,M,TRUE,Brooklyn,""11209"",LABARADOR RETRIEVER,medium-large,hunting,11209,""40.62194, -74.03009"""
"336,June 21 2018,DOG,SHIBA INU,3,F,TRUE,Brooklyn,""11223"",SHIBA INU,medium,hunting,11223,""40.59715, -73.97359"""
"337,June 22 2018,DOG,GERMAN SHEPHERD,5,M,FALSE,Brooklyn,""11220"",GERMAN SHEPHERD,large,working dog,11220,""40.64115, -74.01651"""
"338,June 22 2018,DOG,GERMAN SHEPHERD,5,M,FALSE,Brooklyn,,GERMAN SHEPHERD,large,working dog,NULL,""NULL"""
"340,June 23 2018,DOG,PETITE GOLDEN DOODLE,4,M,TRUE,Brooklyn,""11201"",MINI GOLDEN DOODLE,small,companion,11201,""40.69463, -73.98972"""
"342,June 23 2018,DOG,YORKSHIRE TERRIER,4,M,FALSE,Brooklyn,""11235"",YORKSHIRE TERRIER,small,terrier,11235,""40.58402, -73.9488"""
"346,July 04 2018,DOG,YORKSHIRE TERRIER,8,M,FALSE,Brooklyn,""11236"",YORKSHIRE TERRIER,small,terrier,11236,""40.63958, -73.90107"""
"349,July 03 2018,DOG,HOUND MIX,2,M,TRUE,Brooklyn,""11209"",HOUND MIX,medium,hunting,11209,""40.62194, -74.03009"""
"350,July 05 2018,DOG,""Bull Dog, English"",11,M,TRUE,Brooklyn,""11234"",BULLDOG English,medium,companion,11234,""40.60602, -73.91071"""
"352,July 06 2018,DOG,MIXED,2,M,FALSE,Brooklyn,""11208"",MIXED BREED,unknown,unknown,11208,""40.66855, -73.87103"""
"353,July 06 2018,DOG,MEDIUM MIXED BREED,2,F,TRUE,Brooklyn,""11203"",MIXED BREED medium,medium,unknown,11203,""40.64955, -73.93444"""
"362,June 29 2018,DOG,DACHSHUND SMOOTH COAT,2,F,TRUE,Brooklyn,""11236"",DACHSHUND LH,small,hunting,11236,""40.63958, -73.90107"""
"363,July 09 2018,DOG,MIXED,5,M,FALSE,Brooklyn,""11208"",MIXED BREED,unknown,unknown,11208,""40.66855, -73.87103"""
"365,July 04 2018,DOG,POMERANIAN,8,M,FALSE,Brooklyn,""11223"",POMERANIAN,small,companion,11223,""40.59715, -73.97359"""
"366,July 05 2018,DOG,SPANIEL/POODLE MIX,12,M,TRUE,Brooklyn,""11217"",SPANIEL MIX,medium,terrier,11217,""40.68259, -73.97928"""
"368,June 28 2018,DOG,JACK RUSSELL TERRIER,1,M,TRUE,Brooklyn,""11234"",JACK RUSSELL TERRIER,small,terrier,11234,""40.60602, -73.91071"""
"377,July 14 2018,DOG,ALASKAN KLEE KAI,4,M,TRUE,Brooklyn,""11225"",ALASKAN KLEE KAI,small,companion,11225,""40.66304, -73.95431"""
"378,July 10 2018,DOG,""Bull Dog, English"",8,M,TRUE,Brooklyn,""11249"",BULLDOG English,medium,companion,11249,""40.7170, -73.9635"""
"379,July 12 2018,DOG,BULL TERRIER,8,F,TRUE,Brooklyn,""11234"",BULL TERRIER,medium,terrier,11234,""40.60602, -73.91071"""
"384,July 01 2018,DOG,CHOW CHOW MIX,3,F,FALSE,Brooklyn,""11220"",CHOW CHOW MIX,large,guardian,11220,""40.64115, -74.01651"""
"386,July 17 2018,DOG,GOLDEN RETRIEVER,3,M,TRUE,Brooklyn,""11209"",GOLDEN RETRIEVER,medium-large,hunting,11209,""40.62194, -74.03009"""
"387,July 18 2018,DOG,SHIH TZU,7,M,TRUE,Brooklyn,""11229"",SHIH TZU,small,Toy dog,11229,""40.60083, -73.94401"""
"390,July 19 2018,DOG,AUSTRALIAN TERRIER,12,M,FALSE,Brooklyn,""11222"",AUSTRALIAN TERRIER,small,terrier,11222,""40.72858, -73.94774"""
"395,July 19 2018,DOG,SHIH TZU,10,M,TRUE,Brooklyn,,SHIH TZU,small,Toy dog,NULL,""NULL"""
"396,July 20 2018,DOG,GERMAN SHEPHERD,10,M,FALSE,Brooklyn,""11226"",GERMAN SHEPHERD,large,working dog,11226,""40.64639, -73.9568"""
"401,July 13 2018,DOG,GOLDEN RETRIEVER,1,M,TRUE,Brooklyn,""11232"",GOLDEN RETRIEVER,medium-large,hunting,11232,""40.65632, -74.00563"""
"403,July 25 2018,DOG,BORDER COLLIE MIX,9,M,TRUE,Brooklyn,""11237"",BORDER COLLIE MIX,medium,herding dog,11237,""40.70429, -73.92107"""
"405,July 04 2018,DOG,ROTTWEILER MIX,7,M,TRUE,Brooklyn,""11221"",ROTTWEILER MIX,very large,working dog,11221,""40.69136, -73.92787"""
"406,July 22 2018,DOG,SHIH TZU,4,M,FALSE,Brooklyn,""11216"",SHIH TZU,small,Toy dog,11216,""40.68075, -73.94937"""
"407,July 20 2018,DOG,GOLDEN DOODLE,5,F,TRUE,Brooklyn,,GOLDEN DOODLE,medium,companion,NULL,""NULL"""
"410,July 28 2018,DOG,LARGE TERRIER CROSS,4,M,FALSE,Brooklyn,""11213"",LARGE TERRIER MIX,large,terrier,11213,""40.67111, -73.9363"""
"411,July 28 2018,DOG,LARGE TERRIER CROSS,4,M,FALSE,Brooklyn,""11213"",LARGE TERRIER MIX,large,terrier,11213,""40.67111, -73.9363"""
"419,July 18 2018,DOG,Labrador Retriever Crossbreed,3,M,TRUE,Brooklyn,""11220"",Labrador Retriever MIX,medium-large,hunting,11220,""40.64115, -74.01651"""
"421,July 31 2018,DOG,SHIH TZU,10,M,TRUE,Brooklyn,""11223"",SHIH TZU,small,Toy dog,11223,""40.59715, -73.97359"""
"423,July 21 2018,DOG,TERRIER MIX,4,M,TRUE,Brooklyn,""11210"",TERRIER MIX,medium,terrier,11210,""40.62821, -73.94627"""
"433,July 26 2018,DOG,MALTESE,4,M,TRUE,Brooklyn,""11236"",MALTESE,small,Toy dog,11236,""40.63958, -73.90107"""
"435,July 27 2018,DOG,SHIH TZU,7,F,TRUE,Brooklyn,""11209"",SHIH TZU,small,Toy dog,11209,""40.62194, -74.03009"""
"440,July 29 2018,DOG,HOUND MIX,2,F,TRUE,Brooklyn,""11208"",HOUND MIX,medium,hunting,11208,""40.66855, -73.87103"""
"443,July 26 2018,DOG,MIXED,0.92,M,TRUE,Brooklyn,""11238"",MIXED BREED,unknown,unknown,11238,""40.67913, -73.96384"""
"444,August 04 2018,DOG,Greyhound,9,F,TRUE,Brooklyn,""11209"",GREYHOUND,large,hunting,11209,""40.62194, -74.03009"""
"448,August 10 2018,DOG,ENGLISH STAFFORDSHIRE BULL TERRIER,3,M,FALSE,Brooklyn,""11211"",ENGLISH STAFFORDSHIRE BULL TERRIER,medium,terrier,11211,""40.71244, -73.95299"""
"449,August 05 2018,DOG,LABRADOR / SHEPHERD MIX,8,F,TRUE,Brooklyn,""11220"",Labrador Retriever MIX,medium-large,hunting,11220,""40.64115, -74.01651"""
"450,August 13 2018,DOG,Chihuahua Crossbreed,6,M,TRUE,Brooklyn,""11220"",CHIHUAHUA MIX,small,Toy dog,11220,""40.64115, -74.01651"""
"460,July 30 2018,DOG,""Bull Dog, English"",2,F,FALSE,Brooklyn,""11237"",BULLDOG English,medium,companion,11237,""40.70429, -73.92107"""
"462,August 18 2018,DOG,BEAGLE MIX,5,M,TRUE,Brooklyn,""11215"",BEAGLE MIX,medium,hunting,11215,""40.6626, -73.98678"""
"464,August 19 2018,DOG,MIXED,7,M,FALSE,Brooklyn,""11206"",MIXED BREED,unknown,unknown,11206,""40.70187, -73.94235"""
"467,August 16 2018,DOG,ENGLISH POINTER,5,M,FALSE,Brooklyn,""11207"",POINTER,medium-large,hunting,11207,""40.67073, -73.89429"""
"471,July 28 2018,DOG,""Shar-Pei, Chinese"",4,M,TRUE,Brooklyn,""11216"",SHAR PEI,medium,guardian, hunting,11216,""40.68075, -73.94937"""
"472,August 19 2018,DOG,MIXED,2,U,FALSE,Brooklyn,""11216"",MIXED BREED,unknown,unknown,11216,""40.68075, -73.94937"""
"473,August 13 2018,DOG,SHIBA INU,0.33,M,FALSE,Brooklyn,""11219"",SHIBA INU,medium,hunting,11219,""40.63267, -73.99669"""
"474,August 21 2018,DOG,German Shepherd Crossbreed,5,M,TRUE,Brooklyn,""11204"",GERMAN SHEPHERD MIX,large,working dog,11204,""40.61871, -73.98492"""
"479,August 23 2018,DOG,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn,""11220"",American Pit Bull Terrier Mix,medium,terrier,11220,""40.64115, -74.01651"""
"482,August 20 2018,DOG,Mixed/Other,2,F,TRUE,Brooklyn,""11226"",MIXED BREED,unknown,unknown,11226,""40.64639, -73.9568"""
"488,August 15 2018,DOG,American Pit Bull Mix / Pit Bull Mix,7,F,FALSE,Brooklyn,""11236"",American Pit Bull Terrier Mix,medium,terrier,11236,""40.63958, -73.90107"""
"490,August 31 2018,DOG,PITBULL,2,M,FALSE,Brooklyn,""11222"",PIT BULL,medium,terrier,11222,""40.72858, -73.94774"""
"492,August 30 2018,DOG,German Shepherd Crossbreed,5,F,TRUE,Brooklyn,""11208"",GERMAN SHEPHERD MIX,large,working dog,11208,""40.66855, -73.87103"""
"493,August 29 2018,DOG,PITBULL MIX,3,M,TRUE,Brooklyn,,PIT BULL MIX,medium,terrier,NULL,""NULL"""
"494,August 25 2018,DOG,BICHON FRISE MIX,4,M,TRUE,Brooklyn,""11209"",BICHON FRISE MIX,small,Toy dog,11209,""40.62194, -74.03009"""
"497,August 31 2018,DOG,PITBULL,1,F,FALSE,Brooklyn,""11222"",PIT BULL,medium,terrier,11222,""40.72858, -73.94774"""
"500,August 29 2018,DOG,GERMAN SHEPHERD,8,M,FALSE,Brooklyn,""11235"",GERMAN SHEPHERD,large,working dog,11235,""40.58402, -73.9488"""
"501,September 01 2018,DOG,MIXED,2,M,FALSE,Brooklyn,""11230"",MIXED BREED,unknown,unknown,11230,""40.62214, -73.96506"""
"502,September 05 2018,DOG,""Collie, Rough Coat"",3,M,FALSE,Brooklyn,""11207"",COLLIE MIX,medium-large,herding dog,11207,""40.67073, -73.89429"""
"503,August 25 2018,DOG,SHIH TZU,5,M,TRUE,Brooklyn,""11215"",SHIH TZU,small,Toy dog,11215,""40.6626, -73.98678"""
"504,September 06 2018,DOG,MIXED,3,M,FALSE,Brooklyn,""11208"",MIXED BREED,unknown,unknown,11208,""40.66855, -73.87103"""
"506,August 29 2018,DOG,LABRADOR / SHEPHERD MIX,10,M,TRUE,Brooklyn,""11237"",Labrador Retriever MIX,medium-large,hunting,11237,""40.70429, -73.92107"""
"510,September 03 2018,DOG,BASENJI,10,M,FALSE,Brooklyn,""11239"",BASENJI,small-medium,hunting,11239,""40.64844, -73.87969"""
"511,August 31 2018,DOG,MIXED BREED,4,F,TRUE,Brooklyn,""11201"",MIXED BREED,unknown,unknown,11201,""40.69463, -73.98972"""
"513,August 31 2018,DOG,YORKIE MIX,7,M,FALSE,Brooklyn,""11230"",YORKSHIRE TERRIER MIX,small,terrier,11230,""40.62214, -73.96506"""
"514,September 09 2018,DOG,MIXED,0.58,M,FALSE,Brooklyn,""11234"",MIXED BREED,unknown,unknown,11234,""40.60602, -73.91071"""
"516,September 10 2018,DOG,MIXED,3,M,FALSE,Brooklyn,""11225"",MIXED BREED,unknown,unknown,11225,""40.66304, -73.95431"""
"519,September 07 2018,DOG,CORGI-DACHSHUND X,4,M,TRUE,Brooklyn,""11231"",CORGI MIX,small,herding dog,11231,""40.67767, -74.00465"""
"520,September 14 2018,DOG,POINTER MIX,5,M,TRUE,Brooklyn,""11223"",POINTER MIX,medium-large,hunting,11223,""40.59715, -73.97359"""
"521,September 09 2018,DOG,German Shepherd Crossbreed,12,F,FALSE,Brooklyn,""11220"",GERMAN SHEPHERD MIX,large,working dog,11220,""40.64115, -74.01651"""
"522,August 24 2018,DOG,SHIBA INU,6,M,FALSE,Brooklyn,""11228"",SHIBA INU,medium,hunting,11228,""40.61679, -74.013"""
"524,September 15 2018,DOG,MIXED BREED,2,F,FALSE,Brooklyn,""11208"",MIXED BREED,unknown,unknown,11208,""40.66855, -73.87103"""
"525,September 17 2018,DOG,MEDIUM MIXED BREED,6,F,FALSE,Brooklyn,""11208"",MIXED BREED medium,medium,unknown,11208,""40.66855, -73.87103"""
"526,September 06 2018,DOG,Tibetan Terrier,14,M,TRUE,Brooklyn,""11231"",Tibetan Terrier,medium,terrier,11231,""40.67767, -74.00465"""
"527,September 11 2018,DOG,GERMAN SHEPHERD,11,M,TRUE,Brooklyn,""11235"",GERMAN SHEPHERD,large,working dog,11235,""40.58402, -73.9488"""
"540,August 16 2018,DOG,SIBERIAN HUSKY,0.42,M,FALSE,Brooklyn,""11232"",SIBERIAN HUSKY,medium,sled dog,11232,""40.65632, -74.00563"""
"542,September 17 2018,DOG,WHEATON TERRIER,0.92,M,FALSE,Brooklyn,""11235"",Soft Coated Wheaten Terrier,medium,terrier,11235,""40.58402, -73.9488"""
"543,September 18 2018,DOG,CHIHUAHUA,1,M,TRUE,Brooklyn,""11208"",CHIHUAHUA,small,Toy dog,11208,""40.66855, -73.87103"""
"545,September 22 2018,DOG,GERMAN SHEPHERD,3,M,FALSE,Brooklyn,""11218"",GERMAN SHEPHERD,large,working dog,11218,""40.64346, -73.97611"""
"549,September 27 2018,DOG,PITBULL,6,M,FALSE,Brooklyn,""11225"",PIT BULL,medium,terrier,11225,""40.66304, -73.95431"""
"551,September 30 2018,DOG,GERMAN SHEPHERD,4,M,TRUE,Brooklyn,,GERMAN SHEPHERD,large,working dog,NULL,""NULL"""
"552,September 17 2018,DOG,DOBERMAN,8,M,TRUE,Brooklyn,""11234"",DOBERMAN,large,working dog,11234,""40.60602, -73.91071"""
"554,September 17 2018,DOG,MALTESE,8,F,FALSE,Brooklyn,""11230"",MALTESE,small,Toy dog,11230,""40.62214, -73.96506"""
"555,September 29 2018,DOG,MEDIUM MIXED BREED,2,F,FALSE,Brooklyn,""11234"",MIXED BREED medium,medium,unknown,11234,""40.60602, -73.91071"""
"559,September 26 2018,DOG,PITBULL MIX,7,F,FALSE,Brooklyn,""11207"",PIT BULL MIX,medium,terrier,11207,""40.67073, -73.89429"""
"560,September 23 2018,DOG,BOSTON TERRIER,2,M,TRUE,Brooklyn,""11217"",BOSTON TERRIER,small,companion,11217,""40.68259, -73.97928"""
"564,October 04 2018,DOG,MIXED,7,M,FALSE,Brooklyn,""11217"",MIXED BREED,unknown,unknown,11217,""40.68259, -73.97928"""
"566,October 03 2018,DOG,SIBERIAN HUSKY,2,F,FALSE,Brooklyn,""11214"",SIBERIAN HUSKY,medium,sled dog,11214,""40.59866, -73.99636"""
"570,September 29 2018,DOG,MIXED,11,F,TRUE,Brooklyn,""11229"",MIXED BREED,unknown,unknown,11229,""40.60083, -73.94401"""
"571,September 26 2018,DOG,JACK RUSSELL TERRIER MIX,9,M,TRUE,Brooklyn,""11203"",JACK RUSSELL TERRIER MIX,small,terrier,11203,""40.64955, -73.93444"""
"576,October 12 2018,DOG,American Pit Bull Mix / Pit Bull Mix,8,M,FALSE,Brooklyn,""11208"",American Pit Bull Terrier Mix,medium,terrier,11208,""40.66855, -73.87103"""
"579,October 14 2018,DOG,TERRIER MIX,5,M,TRUE,Brooklyn,,TERRIER MIX,medium,terrier,NULL,""NULL"""
"582,October 16 2018,DOG,MIXED,6,M,FALSE,Brooklyn,""11208"",MIXED BREED,unknown,unknown,11208,""40.66855, -73.87103"""
"583,October 10 2018,DOG,MIXED,6,M,FALSE,Brooklyn,""11224"",MIXED BREED,unknown,unknown,11224,""40.57665, -73.98873"""
"585,October 16 2018,DOG,LABARADOR RETRIEVER,6,M,TRUE,Brooklyn,""11228"",LABARADOR RETRIEVER,medium-large,hunting,11228,""40.61679, -74.013"""
"587,October 22 2018,DOG,""Bull Dog, French"",5,M,FALSE,Brooklyn,""11235"",BULLDOG French,small,companion,11235,""40.58402, -73.9488"""
"589,October 21 2018,DOG,MIXED,2,M,FALSE,Brooklyn,""11208"",MIXED BREED,unknown,unknown,11208,""40.66855, -73.87103"""
"590,October 26 2018,DOG,MEDIUM MIXED BREED,4,M,FALSE,Brooklyn,""11208"",MIXED BREED medium,medium,unknown,11208,""40.66855, -73.87103"""
"597,October 06 2018,DOG,TERRIER,3,U,FALSE,Brooklyn,""11216"",TERRIER MIX,medium,terrier,11216,""40.68075, -73.94937"""
"608,October 13 2018,DOG,PITBULL,3,M,FALSE,Brooklyn,""11223"",PIT BULL,medium,terrier,11223,""40.59715, -73.97359"""
"617,November 01 2018,DOG,AUSTRALIAN SHEPHERD,3,F,TRUE,Brooklyn,""11222"",AUSTRALIAN SHEPHERD (AUSSIE),medium,herding dog,11222,""40.72858, -73.94774"""
"618,November 07 2018,DOG,MEDIUM MIXED BREED,3,M,FALSE,Brooklyn,""11213"",MIXED BREED medium,medium,unknown,11213,""40.67111, -73.9363"""
"619,October 22 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Brooklyn,""11237"",American Pit Bull Terrier Mix,medium,terrier,11237,""40.70429, -73.92107"""
"623,October 20 2018,DOG,AMERICAN STAFFORDSHIRE TERRIER,9,M,TRUE,Brooklyn,""11235"",AMERICAN STAFFORDSHIRE TERRIER,large,terrier,11235,""40.58402, -73.9488"""
"624,November 09 2018,DOG,SHIBA INU,3,F,TRUE,Brooklyn,""11223"",SHIBA INU,medium,hunting,11223,""40.59715, -73.97359"""
"625,October 29 2018,DOG,COTON DE TULEAR,10,M,TRUE,Brooklyn,""11223"",COTON DE TULEAR,small,companion,11223,""40.59715, -73.97359"""
"627,October 28 2018,DOG,PITBULL,4,M,TRUE,Brooklyn,""11211"",PIT BULL,medium,terrier,11211,""40.71244, -73.95299"""
"628,November 12 2018,DOG,""Bull Dog, English"",3,F,TRUE,Brooklyn,""11249"",BULLDOG English,medium,companion,11249,""40.7170, -73.9635"""
"633,October 25 2018,DOG,TERRIER,8,M,TRUE,Brooklyn,""11206"",TERRIER MIX,medium,terrier,11206,""40.70187, -73.94235"""
"635,November 15 2018,DOG,COCKAPOO,11,M,TRUE,Brooklyn,""11225"",COCKERPOO,small-medium,companion,11225,""40.66304, -73.95431"""
"638,November 17 2018,DOG,MEDIUM MIXED BREED,5,M,FALSE,Brooklyn,""11204"",MIXED BREED medium,medium,unknown,11204,""40.61871, -73.98492"""
"639,November 20 2018,DOG,MEDIUM MIXED BREED,3,M,FALSE,Brooklyn,""11235"",MIXED BREED medium,medium,unknown,11235,""40.58402, -73.9488"""
"648,October 21 2018,DOG,MALTIPOO,5,M,FALSE,Brooklyn,""11233"",MALTIPOO,small,companion,11233,""40.6783, -73.91995"""
"650,November 26 2018,DOG,Mixed/Other,5,F,FALSE,Brooklyn,""11223"",MIXED BREED,unknown,unknown,11223,""40.59715, -73.97359"""
"651,November 24 2018,DOG,SHIH TZU,6,M,FALSE,Brooklyn,""11208"",SHIH TZU,small,Toy dog,11208,""40.66855, -73.87103"""
"654,November 25 2018,DOG,Mixed/Other,1,M,FALSE,Brooklyn,""11231"",MIXED BREED,unknown,unknown,11231,""40.67767, -74.00465"""
"659,November 28 2018,DOG,AMERICAN STAFFORDSHIRE TERRIER,4,M,TRUE,Brooklyn,""11217"",AMERICAN STAFFORDSHIRE TERRIER,large,terrier,11217,""40.68259, -73.97928"""
"661,October 28 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,TRUE,Brooklyn,""11207"",American Pit Bull Terrier Mix,medium,terrier,11207,""40.67073, -73.89429"""
"666,December 05 2018,DOG,SHIH TZU,5,F,TRUE,Brooklyn,""11239"",SHIH TZU,small,Toy dog,11239,""40.64844, -73.87969"""
"667,November 05 2018,DOG,ENGLISH STAFFORDSHIRE BULL TERRIER,3,M,TRUE,Brooklyn,""11231"",ENGLISH STAFFORDSHIRE BULL TERRIER,medium,terrier,11231,""40.67767, -74.00465"""
"668,December 09 2018,DOG,PITBULL,2,M,FALSE,Brooklyn,""11236"",PIT BULL,medium,terrier,11236,""40.63958, -73.90107"""
"671,November 19 2018,DOG,American Pit Bull Terrier/Pit Bull,1,F,TRUE,Brooklyn,""11234"",American Pit Bull Terrier Mix,medium,terrier,11234,""40.60602, -73.91071"""
"672,December 11 2018,DOG,PITBULL MIX,1,F,FALSE,Brooklyn,""11204"",PIT BULL MIX,medium,terrier,11204,""40.61871, -73.98492"""
"675,December 17 2018,DOG,SHIH TZU,2,F,TRUE,Brooklyn,""11220"",SHIH TZU,small,Toy dog,11220,""40.64115, -74.01651"""
"678,November 22 2018,DOG,LABARADOR RETRIEVER,3,M,TRUE,Brooklyn,""11209"",LABARADOR RETRIEVER,medium-large,hunting,11209,""40.62194, -74.03009"""
"683,December 17 2018,DOG,DACHSHUND,11,F,FALSE,Brooklyn,""11218"",DACHSHUND,small,hunting,11218,""40.64346, -73.97611"""
"684,December 02 2018,DOG,BEAGLE,2,M,TRUE,Brooklyn,""11219"",BEAGLE,medium,hunting,11219,""40.63267, -73.99669"""
"685,December 14 2018,DOG,BULLDOG,1,M,FALSE,Brooklyn,""11208"",BULLDOG,medium,companion,11208,""40.66855, -73.87103"""
"686,December 03 2018,DOG,AUSTRALIAN CATTLE DOG MIX,2,F,FALSE,Brooklyn,""11201"",AUSTRALIAN CATTLE DOG MIX,medium,herding dog,11201,""40.69463, -73.98972"""
"687,January 03 2019,DOG,BICHON FRISE,2,F,FALSE,Brooklyn,""11218"",BICHON FRISE,small,Toy dog,11218,""40.64346, -73.97611"""
"691,December 13 2018,DOG,German Shepherd Crossbreed,14,F,TRUE,Brooklyn,""11231"",GERMAN SHEPHERD MIX,large,working dog,11231,""40.67767, -74.00465"""
"692,December 15 2018,DOG,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Brooklyn,""11217"",American Pit Bull Terrier Mix,medium,terrier,11217,""40.68259, -73.97928"""
"693,December 18 2018,DOG,POMERANIAN MIX,2,F,FALSE,Brooklyn,""11234"",POMERANIAN MIX,small,companion,11234,""40.60602, -73.91071"""
"694,November 29 2018,DOG,AMERICAN STAFFORDSHIRE TERRIER,3,M,FALSE,Brooklyn,,AMERICAN STAFFORDSHIRE TERRIER,large,terrier,NULL,""NULL"""
"697,December 15 2018,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,""11221"",American Pit Bull Terrier Mix,medium,terrier,11221,""40.69136, -73.92787"""
"698,January 08 2019,DOG,CHOW CHOW,8,M,FALSE,Brooklyn,""11226"",CHOW CHOW,large,guardian,11226,""40.64639, -73.9568"""
"701,August 26 2018,DOG,BORDER COLLIE MIX,6,F,TRUE,Brooklyn,""11201"",BORDER COLLIE MIX,medium,herding dog,11201,""40.69463, -73.98972"""
"702,December 15 2018,DOG,BULLDOG,6,M,FALSE,Brooklyn,""11238"",BULLDOG,medium,companion,11238,""40.67913, -73.96384"""
"705,January 05 2019,DOG,GOLDEN RETRIEVER,3,M,TRUE,Brooklyn,""11201"",GOLDEN RETRIEVER,medium-large,hunting,11201,""40.69463, -73.98972"""
"707,January 13 2019,DOG,UNKNOWN,10,U,FALSE,Brooklyn,""11207"",UNKNOWN,unknown,unknown,11207,""40.67073, -73.89429"""
"709,January 03 2019,DOG,Mixed/Other,10,M,FALSE,Brooklyn,""11208"",MIXED BREED,unknown,unknown,11208,""40.66855, -73.87103"""
"711,December 09 2018,DOG,ENGLISH STAFFORDSHIRE BULL TERRIER,1,M,TRUE,Brooklyn,""11215"",ENGLISH STAFFORDSHIRE BULL TERRIER,medium,terrier,11215,""40.6626, -73.98678"""
"713,January 16 2019,DOG,HAVANESE,12,M,FALSE,Brooklyn,""11230"",HAVANESE,small,Toy dog,11230,""40.62214, -73.96506"""
"715,December 25 2018,DOG,""Bull Dog, French"",3,M,TRUE,Brooklyn,,BULLDOG French,small,companion,NULL,""NULL"""
"716,December 31 2018,DOG,""Poodle, Toy"",3,M,TRUE,Brooklyn,""11231"",POODLE Toy,small,Toy dog,11231,""40.67767, -74.00465"""
"717,December 23 2018,DOG,PITBULL,1,F,TRUE,Brooklyn,""11207"",PIT BULL,medium,terrier,11207,""40.67073, -73.89429"""
"720,January 04 2019,DOG,PITBULL,5,F,FALSE,Brooklyn,""11208"",PIT BULL,medium,terrier,11208,""40.66855, -73.87103"""
"721,December 26 2018,DOG,POMERANIAN,8,M,FALSE,Brooklyn,""11249"",POMERANIAN,small,companion,11249,""40.7170, -73.9635"""
"724,January 07 2019,DOG,MIXED,4,M,FALSE,Brooklyn,,MIXED BREED,unknown,unknown,NULL,""NULL"""
"725,January 20 2019,DOG,MIXED,2,M,FALSE,Brooklyn,,MIXED BREED,unknown,unknown,NULL,""NULL"""
"728,January 14 2019,DOG,SHIH TZU MIX,2,M,TRUE,Brooklyn,""11209"",SHIH TZU MIX,small,Toy dog,11209,""40.62194, -74.03009"""
"729,January 24 2019,DOG,German Shepherd Crossbreed,2,M,TRUE,Brooklyn,""11210"",GERMAN SHEPHERD MIX,large,working dog,11210,""40.62821, -73.94627"""
"732,January 27 2019,DOG,MIXED,5,M,FALSE,Brooklyn,""11208"",MIXED BREED,unknown,unknown,11208,""40.66855, -73.87103"""
"733,December 27 2018,DOG,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn,""11205"",American Pit Bull Terrier Mix,medium,terrier,11205,""40.69468, -73.96613"""
"736,January 22 2019,DOG,PITBULL,4,M,TRUE,Brooklyn,""11249"",PIT BULL,medium,terrier,11249,""40.7170, -73.9635"""
"737,January 11 2019,DOG,NEWFOUNDLAND,2,M,TRUE,Brooklyn,""11215"",NEWFOUNDLAND,very large,working dog,11215,""40.6626, -73.98678"""
"739,February 01 2019,DOG,MIXED,4,M,FALSE,Brooklyn,""11239"",MIXED BREED,unknown,unknown,11239,""40.64844, -73.87969"""
"740,February 01 2019,DOG,""Bull Dog, English"",3,M,TRUE,Brooklyn,""11230"",BULLDOG English,medium,companion,11230,""40.62214, -73.96506"""
"742,February 03 2019,DOG,SHIH TZU,2,M,TRUE,Brooklyn,""11214"",SHIH TZU,small,Toy dog,11214,""40.59866, -73.99636"""
"744,February 08 2019,DOG,""Poodle, Miniature"",10,M,TRUE,Brooklyn,""11224"",POODLE Miniature,small,companion,11224,""40.57665, -73.98873"""
"746,January 10 2019,DOG,CHIHUAHUA,2,M,FALSE,Brooklyn,""11220"",CHIHUAHUA,small,Toy dog,11220,""40.64115, -74.01651"""
"747,January 15 2019,DOG,RAT TERRIER,13,M,FALSE,Brooklyn,""11201"",RAT TERRIER,small,terrier,11201,""40.69463, -73.98972"""
"748,January 15 2019,DOG,PITBULL,13,F,TRUE,Brooklyn,""11221"",PIT BULL,medium,terrier,11221,""40.69136, -73.92787"""
